Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,28.950000762939453,29.082500457763672,28.690000534057617,29.037500381469727,27.332473754882812,115127600
2017-01-04,28.962499618530273,29.127500534057617,28.9375,29.0049991607666,27.301876068115234,84472400
2017-01-05,28.979999542236328,29.21500015258789,28.952499389648438,29.15250015258789,27.440715789794922,88774400
2017-01-06,29.19499969482422,29.540000915527344,29.11750030517578,29.477500915527344,27.74663543701172,127007600
2017-01-09,29.487499237060547,29.857500076293945,29.485000610351562,29.747499465942383,28.00078582763672,134247600
2017-01-10,29.6924991607666,29.844999313354492,29.575000762939453,29.77750015258789,28.029020309448242,97848400
2017-01-11,29.684999465942383,29.982500076293945,29.649999618530273,29.9375,28.179624557495117,110354400
2017-01-12,29.725000381469727,29.825000762939453,29.552499771118164,29.8125,28.061965942382812,108344800
2017-01-13,29.77750015258789,29.905000686645508,29.702499389648438,29.760000228881836,28.012548446655273,104447600
2017-01-17,29.584999084472656,30.059999465942383,29.55500030517578,30.0,28.238452911376953,137759200
2017-01-18,30.0,30.125,29.927499771118164,29.997499465942383,28.23610496520996,94852000
2017-01-19,29.850000381469727,30.022499084472656,29.842500686645508,29.94499969482422,28.186681747436523,102389200
2017-01-20,30.112499237060547,30.112499237060547,29.9325008392334,30.0,28.238452911376953,130391600
2017-01-23,30.0,30.202499389648438,29.9424991607666,30.020000457763672,28.257282257080078,88200800
2017-01-24,29.887500762939453,30.024999618530273,29.875,29.99250030517578,28.23139762878418,92844000
2017-01-25,30.104999542236328,30.524999618530273,30.06999969482422,30.469999313354492,28.680856704711914,129510400
2017-01-26,30.417499542236328,30.610000610351562,30.399999618530273,30.485000610351562,28.694978713989258,105350400
2017-01-27,30.53499984741211,30.587499618530273,30.399999618530273,30.487499237060547,28.697328567504883,82251600
2017-01-30,30.232500076293945,30.407499313354492,30.165000915527344,30.407499313354492,28.622026443481445,121510000
2017-01-31,30.287500381469727,30.34749984741211,30.155000686645508,30.337499618530273,28.556133270263672,196804000
2017-02-01,31.75749969482422,32.622501373291016,31.752500534057617,32.1875,30.297510147094727,447940000
2017-02-02,31.9950008392334,32.34749984741211,31.94499969482422,32.13249969482422,30.24573516845703,134841600
2017-02-03,32.07749938964844,32.29750061035156,32.040000915527344,32.27000045776367,30.37516212463379,98029200
2017-02-06,32.282501220703125,32.625,32.224998474121094,32.5724983215332,30.659900665283203,107383600
2017-02-07,32.6349983215332,33.022499084472656,32.61249923706055,32.88249969482422,30.951702117919922,152735200
2017-02-08,32.837501525878906,33.05500030517578,32.80500030517578,33.0099983215332,31.07171058654785,92016400
2017-02-09,32.912498474121094,33.11249923706055,32.779998779296875,33.10499954223633,31.296236038208008,113399600
2017-02-10,33.1150016784668,33.23500061035156,33.01250076293945,33.029998779296875,31.2253360748291,80262000
2017-02-13,33.27000045776367,33.45500183105469,33.1875,33.3224983215332,31.50185203552246,92141600
2017-02-14,33.36750030517578,33.772499084472656,33.3125,33.755001068115234,31.91071891784668,132904800
2017-02-15,33.880001068115234,34.067501068115234,33.654998779296875,33.877498626708984,32.026527404785156,142492400
2017-02-16,33.91749954223633,33.974998474121094,33.709999084472656,33.837501525878906,31.988712310791016,90338400
2017-02-17,33.775001525878906,33.95750045776367,33.775001525878906,33.93000030517578,32.07616424560547,88792800
2017-02-21,34.057498931884766,34.1875,33.994998931884766,34.17499923706055,32.30778121948242,98028800
2017-02-22,34.10749816894531,34.279998779296875,34.02750015258789,34.27750015258789,32.4046745300293,83347600
2017-02-23,34.345001220703125,34.369998931884766,34.07500076293945,34.13249969482422,32.26759719848633,83152800
2017-02-24,33.977500915527344,34.165000915527344,33.81999969482422,34.165000915527344,32.298316955566406,87106400
2017-02-27,34.28499984741211,34.36000061035156,34.06999969482422,34.23249816894531,32.36213684082031,81029600
2017-02-28,34.27000045776367,34.36000061035156,34.17499923706055,34.247501373291016,32.376312255859375,93931600
2017-03-01,34.47249984741211,35.037498474121094,34.400001525878906,34.9474983215332,33.03807067871094,145658400
2017-03-02,35.0,35.06999969482422,34.689998626708984,34.7400016784668,32.84190368652344,104844000
2017-03-03,34.69499969482422,34.95750045776367,34.647499084472656,34.94499969482422,33.035701751708984,84432400
2017-03-06,34.842498779296875,34.942501068115234,34.650001525878906,34.834999084472656,32.93170928955078,87000000
2017-03-07,34.76499938964844,34.994998931884766,34.6974983215332,34.880001068115234,32.9742546081543,69785200
2017-03-08,34.73749923706055,34.95000076293945,34.70500183105469,34.75,32.851356506347656,74828800
2017-03-09,34.685001373291016,34.6974983215332,34.26250076293945,34.66999816894531,32.775726318359375,88623600
2017-03-10,34.8125,34.84000015258789,34.65999984741211,34.78499984741211,32.88444900512695,78451200
2017-03-13,34.712501525878906,34.85749816894531,34.70500183105469,34.79999923706055,32.898624420166016,69686800
2017-03-14,34.82500076293945,34.912498474121094,34.709999084472656,34.747501373291016,32.848995208740234,61236400
2017-03-15,34.852500915527344,35.1875,34.75749969482422,35.1150016784668,33.19641876220703,102767200
2017-03-16,35.18000030517578,35.255001068115234,35.064998626708984,35.17250061035156,33.25077819824219,76928000
2017-03-17,35.25,35.25,34.97249984741211,34.997501373291016,33.08534240722656,175540000
2017-03-20,35.099998474121094,35.375,35.057498931884766,35.3650016784668,33.43275451660156,86168000
2017-03-21,35.52750015258789,35.70000076293945,34.932498931884766,34.959999084472656,33.049888610839844,158119600
2017-03-22,34.962501525878906,35.400001525878906,34.939998626708984,35.35499954223633,33.42330551147461,103440800
2017-03-23,35.314998626708984,35.39500045776367,35.15250015258789,35.22999954223633,33.30512619018555,81385200
2017-03-24,35.375,35.435001373291016,35.087501525878906,35.15999984741211,33.238956451416016,89582400
2017-03-27,34.84749984741211,35.30500030517578,34.654998779296875,35.220001220703125,33.29568099975586,94300400
2017-03-28,35.227500915527344,36.0099983215332,35.154998779296875,35.95000076293945,33.98578643798828,133499200
2017-03-29,35.91999816894531,36.122501373291016,35.79750061035156,36.029998779296875,34.06142044067383,116760000
